Nombrebeca,Institucion,Aniobecariosconfirmados,Departamento,Carrera,Modalidad,Estrato Socioeconomico,Migracion
Beca 18,Universidad Nacional de Tumbes,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Tumbes,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Tumbes,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Tumbes,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Tayacaja Daniel Hernández Morillo,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Tayacaja Daniel Hernández Morillo,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Tayacaja Daniel Hernández Morillo,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Tayacaja Daniel Hernández Morillo,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Tayacaja Daniel Hernández Morillo,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Tayacaja Daniel Hernández Morillo,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Tayacaja Daniel Hernández Morillo,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Tayacaja Daniel Hernández Morillo,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional de Moquegua,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Moquegua,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Moquegua,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Moquegua,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Moquegua,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Moquegua,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Moquegua,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Moquegua,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cañete,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cañete,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cañete,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cañete,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cañete,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cañete,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cañete,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cañete,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma Altoandina de Tarma,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma Altoandina de Tarma,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma Altoandina de Tarma,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma Altoandina de Tarma,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma Altoandina de Tarma,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma Altoandina de Tarma,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma Altoandina de Tarma,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma Altoandina de Tarma,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional Tecnológica de Lima Sur,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Tecnológica de Lima Sur,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Tecnológica de Lima Sur,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Tecnológica de Lima Sur,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Tecnológica de Lima Sur,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Tecnológica de Lima Sur,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Tecnológica de Lima Sur,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Tecnológica de Lima Sur,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Huanta,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Huanta,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Huanta,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Huanta,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Huanta,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Huanta,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Huanta,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Huanta,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional del Callao,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional del Callao,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional del Callao,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional del Callao,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional del Callao,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional del Callao,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional del Callao,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional del Callao,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Alto Amazonas,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Alto Amazonas,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Alto Amazonas,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Alto Amazonas,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Alto Amazonas,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Alto Amazonas,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Alto Amazonas,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Alto Amazonas,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional Ciro Alegría,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Ciro Alegría,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Ciro Alegría,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Ciro Alegría,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Ciro Alegría,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Ciro Alegría,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Ciro Alegría,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Ciro Alegría,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad de Piura,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad de Piura,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad de Piura,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad de Piura,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad de Piura,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad de Piura,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad de Piura,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad de Piura,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Privada de Tacna,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Privada de Tacna,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Privada de Tacna,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Privada de Tacna,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Privada de Tacna,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Privada de Tacna,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Privada de Tacna,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Privada de Tacna,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Andina del Cusco,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Andina del Cusco,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Andina del Cusco,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Andina del Cusco,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Andina del Cusco,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Andina del Cusco,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Andina del Cusco,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Andina del Cusco,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad de Lima,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad de Lima,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad de Lima,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad de Lima,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad de Lima,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad de Lima,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad de Lima,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad de Lima,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad de Huánuco,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad de Huánuco,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad de Huánuco,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad de Huánuco,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad de Huánuco,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad de Huánuco,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad de Huánuco,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad de Huánuco,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Privada de Huancayo Franklin Roosevelt,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Privada de Huancayo Franklin Roosevelt,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Privada de Huancayo Franklin Roosevelt,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Privada de Huancayo Franklin Roosevelt,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Privada de Huancayo Franklin Roosevelt,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Privada de Huancayo Franklin Roosevelt,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Privada de Huancayo Franklin Roosevelt,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Privada de Huancayo Franklin Roosevelt,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Autónoma de Ica,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Autónoma de Ica,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Autónoma de Ica,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Autónoma de Ica,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Autónoma de Ica,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Autónoma de Ica,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Autónoma de Ica,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Autónoma de Ica,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Facultad de Teología Pontificia y Civil de Lima,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Facultad de Teología Pontificia y Civil de Lima,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Facultad de Teología Pontificia y Civil de Lima,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Facultad de Teología Pontificia y Civil de Lima,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Facultad de Teología Pontificia y Civil de Lima,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Facultad de Teología Pontificia y Civil de Lima,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Facultad de Teología Pontificia y Civil de Lima,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Facultad de Teología Pontificia y Civil de Lima,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Católica de Trujillo Benedicto XVI,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Católica de Trujillo Benedicto XVI,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Católica de Trujillo Benedicto XVI,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Católica de Trujillo Benedicto XVI,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Católica de Trujillo Benedicto XVI,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Católica de Trujillo Benedicto XVI,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Católica de Trujillo Benedicto XVI,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Católica de Trujillo Benedicto XVI,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional Daniel Alcides Carrión,2025,Pasco,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Posible migración
Beca 18,Universidad Nacional Daniel Alcides Carrión,2025,Pasco,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Posible migración
Beca 18,Universidad Nacional Daniel Alcides Carrión,2025,Pasco,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Posible migración
Beca 18,Universidad Nacional Daniel Alcides Carrión,2025,Pasco,Todas las carreras elegibles,EIB,Variable,Posible migración
Beca 18,Universidad Nacional Daniel Alcides Carrión,2025,Pasco,Todas las carreras elegibles,Protección,Variable,Posible migración
Beca 18,Universidad Nacional Daniel Alcides Carrión,2025,Pasco,Todas las carreras elegibles,CNA y PA,Variable,Posible migración
Beca 18,Universidad Nacional Daniel Alcides Carrión,2025,Pasco,Todas las carreras elegibles,FF.AA.,Variable,Posible migración
Beca 18,Universidad Nacional Daniel Alcides Carrión,2025,Pasco,Todas las carreras elegibles,Repared,Víctimas de violencia,Posible migración
Beca 18,Universidad Nacional Daniel Alcides Carrión,2025,Pasco,Según modalidad,Ordinaria,Variable según modalidad,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Todas las carreras elegibles,EIB,Variable,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Todas las carreras elegibles,Protección,Variable,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Todas las carreras elegibles,CNA y PA,Variable,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Todas las carreras elegibles,FF.AA.,Variable,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Todas las carreras elegibles,Repared,Víctimas de violencia,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Según modalidad,Ordinaria,Variable según modalidad,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Según modalidad,EIB,Variable según modalidad,Posible migración
Beca 18,Universidad Nacional de Frontera,2025,Sullana,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Posible migración
Beca 18,Universidad Nacional de Frontera,2025,Sullana,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Posible migración
Beca 18,Universidad Nacional de Frontera,2025,Sullana,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Posible migración
Beca 18,Universidad Nacional de Frontera,2025,Sullana,Todas las carreras elegibles,EIB,Variable,Posible migración
Beca 18,Universidad Nacional de Frontera,2025,Sullana,Todas las carreras elegibles,Protección,Variable,Posible migración
Beca 18,Universidad Nacional de Frontera,2025,Sullana,Todas las carreras elegibles,CNA y PA,Variable,Posible migración
Beca 18,Universidad Nacional de Frontera,2025,Sullana,Todas las carreras elegibles,FF.AA.,Variable,Posible migración
Beca 18,Universidad Nacional de Frontera,2025,Sullana,Todas las carreras elegibles,Repared,Víctimas de violencia,Posible migración
Beca 18,Universidad Nacional de Frontera,2025,Sullana,Según modalidad,Ordinaria,Variable según modalidad,Posible migración
Beca 18,Universidad Nacional Jorge Basadre Grohmann,2025,Tacna,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Posible migración
Beca 18,Universidad Nacional Jorge Basadre Grohmann,2025,Tacna,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Posible migración
Beca 18,Universidad Nacional Jorge Basadre Grohmann,2025,Tacna,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Posible migración
Beca 18,Universidad Nacional Jorge Basadre Grohmann,2025,Tacna,Todas las carreras elegibles,EIB,Variable,Posible migración
Beca 18,Universidad Nacional Jorge Basadre Grohmann,2025,Tacna,Todas las carreras elegibles,Protección,Variable,Posible migración
Beca 18,Universidad Nacional Jorge Basadre Grohmann,2025,Tacna,Todas las carreras elegibles,CNA y PA,Variable,Posible migración
Beca 18,Universidad Nacional Jorge Basadre Grohmann,2025,Tacna,Todas las carreras elegibles,FF.AA.,Variable,Posible migración
Beca 18,Universidad Nacional Jorge Basadre Grohmann,2025,Tacna,Todas las carreras elegibles,Repared,Víctimas de violencia,Posible migración
Beca 18,Universidad Nacional Jorge Basadre Grohmann,2025,Tacna,Según modalidad,Ordinaria,Variable según modalidad,Posible migración
Beca 18,Universidad Nacional de San Martín,2025,Tarapoto,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Posible migración
Beca 18,Universidad Nacional de San Martín,2025,Tarapoto,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Posible migración
Beca 18,Universidad Nacional de San Martín,2025,Tarapoto,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Posible migración
Beca 18,Universidad Nacional de San Martín,2025,Tarapoto,Todas las carreras elegibles,EIB,Variable,Posible migración
Beca 18,Universidad Nacional de San Martín,2025,Tarapoto,Todas las carreras elegibles,Protección,Variable,Posible migración
Beca 18,Universidad Nacional de San Martín,2025,Tarapoto,Todas las carreras elegibles,CNA y PA,Variable,Posible migración
Beca 18,Universidad Nacional de San Martín,2025,Tarapoto,Todas las carreras elegibles,FF.AA.,Variable,Posible migración
Beca 18,Universidad Nacional de San Martín,2025,Tarapoto,Todas las carreras elegibles,Repared,Víctimas de violencia,Posible migración
Beca 18,Universidad Nacional de San Martín,2025,Tarapoto,Según modalidad,Ordinaria,Variable según modalidad,Posible migración
Beca 18,Universidad Nacional Agraria de la Selva,2025,Tingo María,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Internacional
Beca 18,Universidad Nacional Agraria de la Selva,2025,Tingo María,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Internacional
Beca 18,Universidad Nacional Agraria de la Selva,2025,Tingo María,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Internacional
Beca 18,Universidad Nacional Agraria de la Selva,2025,Tingo María,Todas las carreras elegibles,EIB,Variable,Internacional
Beca 18,Universidad Nacional Agraria de la Selva,2025,Tingo María,Todas las carreras elegibles,Protección,Variable,Internacional
Beca 18,Universidad Nacional Agraria de la Selva,2025,Tingo María,Todas las carreras elegibles,CNA y PA,Variable,Internacional
Beca 18,Universidad Nacional Agraria de la Selva,2025,Tingo María,Todas las carreras elegibles,FF.AA.,Variable,Internacional
Beca 18,Universidad Nacional Agraria de la Selva,2025,Tingo María,Todas las carreras elegibles,Repared,Víctimas de violencia,Internacional
Beca 18,Universidad Nacional Agraria de la Selva,2025,Tingo María,Según modalidad,Ordinaria,Variable según modalidad,Internacional
Beca 18,Universidad Privada Antenor Orrego,2025,Trujillo,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Posible migración
Beca 18,Universidad Privada Antenor Orrego,2025,Trujillo,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Posible migración
