NombreBeca,Institucion,AnioBecariosConfirmados,Departamento,Carrera,Modalidad,Estrato_socioeconomico,TipoUniversidad,Estado,Quintil,NotaMinima,Fuente,TipoInstitucion,Region,CodigoBeca,Ubicacion,Categoria,Cobertura,URL_Oficial,Migracion
Beca 18,Universidad de Lima,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad de Lima,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad de Lima,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad de Lima,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad de Lima,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,2.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad de Huánuco,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad de Huánuco,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad de Huánuco,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad de Huánuco,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad de Huánuco,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad de Huánuco,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad de Huánuco,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad de Huánuco,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,2.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Privada de Huancayo Franklin Roosevelt,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Privada de Huancayo Franklin Roosevelt,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Privada de Huancayo Franklin Roosevelt,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Privada de Huancayo Franklin Roosevelt,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Privada de Huancayo Franklin Roosevelt,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Privada de Huancayo Franklin Roosevelt,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Privada de Huancayo Franklin Roosevelt,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Privada de Huancayo Franklin Roosevelt,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,2.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Autónoma de Ica,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Autónoma de Ica,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Autónoma de Ica,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Autónoma de Ica,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Autónoma de Ica,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Autónoma de Ica,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Autónoma de Ica,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Autónoma de Ica,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,1.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Facultad de Teología Pontificia y Civil de Lima,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Facultad de Teología Pontificia y Civil de Lima,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Facultad de Teología Pontificia y Civil de Lima,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Facultad de Teología Pontificia y Civil de Lima,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Facultad de Teología Pontificia y Civil de Lima,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Facultad de Teología Pontificia y Civil de Lima,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Facultad de Teología Pontificia y Civil de Lima,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Facultad de Teología Pontificia y Civil de Lima,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,1.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Católica de Trujillo Benedicto XVI,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Católica de Trujillo Benedicto XVI,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Católica de Trujillo Benedicto XVI,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Católica de Trujillo Benedicto XVI,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Católica de Trujillo Benedicto XVI,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Católica de Trujillo Benedicto XVI,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Católica de Trujillo Benedicto XVI,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Católica de Trujillo Benedicto XVI,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,1.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Daniel Alcides Carrión,2025,Pasco,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional Daniel Alcides Carrión,2025,Pasco,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional Daniel Alcides Carrión,2025,Pasco,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional Daniel Alcides Carrión,2025,Pasco,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional Daniel Alcides Carrión,2025,Pasco,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional Daniel Alcides Carrión,2025,Pasco,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional Daniel Alcides Carrión,2025,Pasco,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional Daniel Alcides Carrión,2025,Pasco,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,4.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional Daniel Alcides Carrión,2025,Pasco,Según modalidad,Ordinaria,Variable según modalidad,,,,,,Pública,Pasco,beca_18,,,,,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,5.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Según modalidad,Ordinaria,Variable según modalidad,,,,,,Pública,Puno,beca_18,,,,,Posible migración
Beca 18,Universidad Nacional del Altiplano,2025,Puno,Según modalidad,EIB,Variable según modalidad,,,,,,Pública,Puno,beca_18,,,,,Posible migración
Beca 18,Universidad Nacional de Frontera,2025,Sullana,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,3.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional de Frontera,2025,Sullana,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,3.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional de Frontera,2025,Sullana,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,3.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional de Frontera,2025,Sullana,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,3.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional de Frontera,2025,Sullana,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,3.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional de Frontera,2025,Sullana,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,3.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional de Frontera,2025,Sullana,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,3.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional de Frontera,2025,Sullana,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,3.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional de Frontera,2025,Sullana,Según modalidad,Ordinaria,Variable según modalidad,,,,,,Pública,Sullana,beca_18,,,,,Posible migración
Beca 18,Universidad Nacional Jorge Basadre Grohmann,2025,Tacna,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional Jorge Basadre Grohmann,2025,Tacna,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional Jorge Basadre Grohmann,2025,Tacna,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional Jorge Basadre Grohmann,2025,Tacna,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional Jorge Basadre Grohmann,2025,Tacna,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional Jorge Basadre Grohmann,2025,Tacna,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional Jorge Basadre Grohmann,2025,Tacna,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional Jorge Basadre Grohmann,2025,Tacna,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,5.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional Jorge Basadre Grohmann,2025,Tacna,Según modalidad,Ordinaria,Variable según modalidad,,,,,,Pública,Tacna,beca_18,,,,,Posible migración
Beca 18,Universidad Nacional de San Martín,2025,Tarapoto,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional de San Martín,2025,Tarapoto,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional de San Martín,2025,Tarapoto,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional de San Martín,2025,Tarapoto,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional de San Martín,2025,Tarapoto,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional de San Martín,2025,Tarapoto,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional de San Martín,2025,Tarapoto,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional de San Martín,2025,Tarapoto,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,5.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional de San Martín,2025,Tarapoto,Según modalidad,Ordinaria,Variable según modalidad,,,,,,Pública,Tarapoto,beca_18,,,,,Posible migración
Beca 18,Universidad Nacional Agraria de la Selva,2025,Tingo María,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,3.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Internacional
Beca 18,Universidad Nacional Agraria de la Selva,2025,Tingo María,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,3.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Internacional
Beca 18,Universidad Nacional Agraria de la Selva,2025,Tingo María,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,3.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Internacional
Beca 18,Universidad Nacional Agraria de la Selva,2025,Tingo María,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,3.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Internacional
Beca 18,Universidad Nacional Agraria de la Selva,2025,Tingo María,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,3.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Internacional
Beca 18,Universidad Nacional Agraria de la Selva,2025,Tingo María,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,3.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Internacional
Beca 18,Universidad Nacional Agraria de la Selva,2025,Tingo María,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,3.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Internacional
Beca 18,Universidad Nacional Agraria de la Selva,2025,Tingo María,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,3.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Internacional
Beca 18,Universidad Nacional Agraria de la Selva,2025,Tingo María,Según modalidad,Ordinaria,Variable según modalidad,,,,,,Pública,Tingo María,beca_18,,,,,Internacional
Beca 18,Universidad Privada Antenor Orrego,2025,Trujillo,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Privada Antenor Orrego,2025,Trujillo,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Privada Antenor Orrego,2025,Trujillo,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Privada Antenor Orrego,2025,Trujillo,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Privada Antenor Orrego,2025,Trujillo,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Privada Antenor Orrego,2025,Trujillo,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Privada Antenor Orrego,2025,Trujillo,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Privada Antenor Orrego,2025,Trujillo,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,2.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad César Vallejo,2025,Trujillo,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad César Vallejo,2025,Trujillo,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad César Vallejo,2025,Trujillo,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad César Vallejo,2025,Trujillo,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad César Vallejo,2025,Trujillo,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad César Vallejo,2025,Trujillo,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad César Vallejo,2025,Trujillo,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad César Vallejo,2025,Trujillo,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,2.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Privada Antenor Orrego,2025,Trujillo,Según modalidad,Ordinaria,Variable según modalidad,,,,,,Privada,Trujillo,beca_18,,,,,Posible migración
Beca 18,Universidad César Vallejo,2025,Trujillo,Según modalidad,Ordinaria,Variable según modalidad,,,,,,Privada,Trujillo,beca_18,,,,,Posible migración
Beca 18,Universidad Privada del Norte,2025,Trujillo/Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Internacional
Beca 18,Universidad Privada del Norte,2025,Trujillo/Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Internacional
Beca 18,Universidad Privada del Norte,2025,Trujillo/Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Internacional
Beca 18,Universidad Privada del Norte,2025,Trujillo/Lima,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Internacional
Beca 18,Universidad Privada del Norte,2025,Trujillo/Lima,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Internacional
Beca 18,Universidad Privada del Norte,2025,Trujillo/Lima,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Internacional
Beca 18,Universidad Privada del Norte,2025,Trujillo/Lima,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Internacional
Beca 18,Universidad Privada del Norte,2025,Trujillo/Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,1.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Internacional
Beca 18,Universidad Privada del Norte,2025,Trujillo/Lima,Según modalidad,Ordinaria,Variable según modalidad,,,,,,Privada,Trujillo/Lima,beca_18,,,,,Internacional
Beca 18,Universidad Nacional Intercultural de la Amazonía,2025,Ucayali,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,3.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
Beca 18,Universidad Nacional Intercultural de la Amazonía,2025,Ucayali,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,3.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Posible migración
